mode,particle_capacity,update_ms,render_ms,frame_ms,fps
GPU,640000,0.390712,0.049040,8.000183,124.997135
GPU,640000,0.375446,0.037095,4.030467,248.110202
GPU,640000,0.369141,0.061980,4.170316,239.789988
GPU,640000,0.362386,0.087826,4.164739,240.111061
GPU,640000,0.355722,0.114324,4.168401,239.900129
GPU,640000,0.351424,0.140689,4.168059,239.919843
GPU,640000,0.346825,0.167710,4.168437,239.898043
GPU,640000,0.345220,0.195140,4.170299,239.790950
GPU,640000,0.347494,0.223330,4.165989,240.039030
GPU,640000,0.356356,0.251247,4.168831,239.875409
GPU,640000,0.364890,0.279258,4.167924,239.927590
GPU,640000,0.369267,0.306650,4.168708,239.882482
GPU,640000,0.369801,0.333030,4.168579,239.889915
GPU,640000,0.369954,0.359740,4.167906,239.928621
GPU,640000,0.370103,0.387907,4.168229,239.910027
GPU,640000,0.370018,0.415966,4.169752,239.822435
GPU,640000,0.369877,0.443341,4.167045,239.978186
GPU,640000,0.371213,0.470502,4.168228,239.910106
GPU,640000,0.375381,0.497847,4.168355,239.902767
GPU,640000,0.383501,0.523806,4.167270,239.965277
GPU,640000,0.390345,0.545801,4.168315,239.905070
GPU,640000,0.391659,0.547072,4.168593,239.889075
GPU,640000,0.392166,0.550438,4.168386,239.901017
GPU,640000,0.393011,0.552320,4.168090,239.918068
GPU,640000,0.393220,0.550246,4.168662,239.885143
GPU,640000,0.392913,0.551164,4.168231,239.909938
GPU,640000,0.393563,0.553406,4.167199,239.969356
GPU,640000,0.393109,0.550127,4.168993,239.866107
GPU,640000,0.393259,0.548425,4.168693,239.883369
GPU,640000,0.392973,0.549325,4.167744,239.937952
GPU,640000,0.392762,0.548598,4.168520,239.893295
GPU,640000,0.393971,0.548702,4.168572,239.890274
GPU,640000,0.393023,0.550634,4.168293,239.906365
GPU,640000,0.392247,0.548271,4.166244,240.024338
GPU,640000,0.392589,0.549150,4.168549,239.891641
GPU,640000,0.392461,0.547682,4.169302,239.848320
GPU,640000,0.392282,0.547204,4.167168,239.971155
GPU,640000,0.392458,0.546846,4.168849,239.874390
GPU,640000,0.392640,0.547994,4.170145,239.799839
GPU,640000,0.392311,0.547550,4.166435,240.013369
GPU,640000,0.392653,0.549653,4.168247,239.908979
GPU,640000,0.391970,0.551927,4.168683,239.883896
GPU,640000,0.391676,0.551633,4.167401,239.957695
GPU,640000,0.392260,0.550532,4.168445,239.897612
GPU,640000,0.392747,0.556783,4.168460,239.896772
GPU,640000,0.393007,0.552235,4.168254,239.908619
GPU,640000,0.393408,0.549120,4.168160,239.914039
GPU,640000,0.393225,0.549952,4.167951,239.926031
GPU,640000,0.392955,0.548667,4.168132,239.915614
GPU,640000,0.392917,0.549338,4.168198,239.911832
GPU,640000,0.392845,0.549001,4.168758,239.879604
GPU,640000,0.392832,0.548514,4.168508,239.893991
GPU,640000,0.392909,0.547328,4.168715,239.882098
GPU,640000,0.392533,0.548113,4.168037,239.921114
GPU,640000,0.392794,0.548036,4.167842,239.932291
GPU,640000,0.392858,0.548369,4.167911,239.928357
GPU,640000,0.392465,0.549521,4.169188,239.854864
GPU,640000,0.392294,0.551757,4.167782,239.935769
GPU,640000,0.392428,0.550591,4.168752,239.879928
GPU,640000,0.391927,0.549223,3.995051,250.309671
